nm, %T
523.000000, 14.078232
522.000000, 13.770302
521.000000, 13.236233
520.000000, 12.919912
519.000000, 12.411987
518.000000, 12.120859
517.000000, 11.910598
516.000000, 11.633070
515.000000, 11.439093
514.000000, 11.430748
513.000000, 11.206897
512.000000, 11.147676
511.000000, 11.043811
510.000000, 11.170056
509.000000, 11.138000
508.000000, 11.082855
507.000000, 11.090737
506.000000, 11.153937
505.000000, 11.214842
504.000000, 11.261824
503.000000, 11.240310
502.000000, 11.359426
501.000000, 11.252095
500.000000, 11.366769
499.000000, 11.386020
498.000000, 11.361858
497.000000, 11.385393
496.000000, 11.459655
495.000000, 11.587879
494.000000, 11.607738
493.000000, 11.491249
492.000000, 11.614317
491.000000, 11.590659
490.000000, 11.581333
489.000000, 11.516975
488.000000, 11.653950
487.000000, 11.561015
486.000000, 11.612504
485.000000, 11.512892
484.000000, 11.529368
483.000000, 11.568236
482.000000, 11.584220
481.000000, 11.570872
480.000000, 11.591826
479.000000, 11.550863
478.000000, 11.605048
477.000000, 11.578077
476.000000, 11.547300
475.000000, 11.593646
474.000000, 11.543659
473.000000, 11.589810
472.000000, 11.667206
471.000000, 11.693548
470.000000, 11.765857
469.000000, 11.649977
468.000000, 11.752347
467.000000, 11.718596
466.000000, 11.918125
465.000000, 11.879809
464.000000, 11.752165
463.000000, 11.698643
462.000000, 11.845103
461.000000, 11.777374
460.000000, 11.831519
459.000000, 11.895558
458.000000, 11.851499
457.000000, 12.054364
456.000000, 12.031261
455.000000, 11.963401
454.000000, 12.097999
453.000000, 11.946597
452.000000, 12.255550
451.000000, 12.147703
450.000000, 12.192724
449.000000, 12.049716
448.000000, 12.190975
447.000000, 12.216455
446.000000, 12.096602
445.000000, 12.418535
444.000000, 12.527029
443.000000, 12.391556
442.000000, 12.474557
441.000000, 12.422496
440.000000, 12.567022
439.000000, 12.614408
438.000000, 12.720506
437.000000, 12.728630
436.000000, 12.855433
435.000000, 12.721222
434.000000, 12.944394
433.000000, 13.028493
432.000000, 13.066996
431.000000, 12.992430
430.000000, 12.988327
429.000000, 13.298331
428.000000, 12.855571
427.000000, 13.090707
426.000000, 13.264331
425.000000, 13.423517
424.000000, 12.968184
423.000000, 13.444767
422.000000, 13.747355
421.000000, 13.396304
420.000000, 13.867412
419.000000, 13.878123
418.000000, 14.049793
417.000000, 14.092616
416.000000, 14.114492
415.000000, 14.212343
414.000000, 14.219173
413.000000, 14.290581
412.000000, 14.387135
411.000000, 14.576883
410.000000, 14.511805
409.000000, 14.574828
408.000000, 14.681223
407.000000, 14.860953
406.000000, 14.977935
405.000000, 15.167095
404.000000, 15.142322
403.000000, 15.243466
402.000000, 15.299315
401.000000, 15.344874
400.000000, 15.491803
399.000000, 15.619274
398.000000, 15.666759
397.000000, 15.635691
396.000000, 15.867846
395.000000, 15.888463
394.000000, 15.827677
393.000000, 16.055350
392.000000, 16.163444
391.000000, 16.357020
390.000000, 16.381890
389.000000, 16.472755
388.000000, 16.476664
387.000000, 16.828384
386.000000, 16.806474
385.000000, 18.041495
384.000000, 12.734491
383.000000, 16.840104
382.000000, 15.978804
381.000000, 11.490251
380.000000, 14.708918
379.000000, 17.121412
378.000000, 15.614107
377.000000, 16.917061
376.000000, 15.488251
375.000000, 17.680369
374.000000, 17.895741
373.000000, 16.202424
372.000000, 18.215172
371.000000, 16.057043
370.000000, 16.591056
369.000000, 18.560564
368.000000, 17.341618
367.000000, 16.821057
366.000000, 18.009264
365.000000, 16.356202
364.000000, 16.434893
363.000000, 17.368604
362.000000, 17.019782
361.000000, 17.416784
360.000000, 18.072573
359.000000, 16.961634
358.000000, 16.554136
357.000000, 17.271073
356.000000, 16.841081
355.000000, 16.910608
354.000000, 17.202337
353.000000, 15.884252
352.000000, 16.021613
351.000000, 15.101634
350.000000, 16.286035
349.000000, 15.966822
348.000000, 14.678899
347.000000, 15.253586
346.000000, 14.028918
345.000000, 15.197170
344.000000, 15.580039
343.000000, 13.597884
342.000000, 14.610476
341.000000, 15.260881
340.000000, 14.944699
339.000000, 14.038848
338.000000, 17.521598
337.000000, 14.022644
336.000000, 12.815155
335.000000, 13.520232
334.000000, 12.452994
333.000000, 15.975162
332.000000, 14.329092
331.000000, 11.481270
330.000000, 15.678832
329.000000, 12.628291
328.000000, 12.583173
327.000000, 14.023183
326.000000, 13.422445
325.000000, 11.764706
324.000000, 11.650903
323.000000, 12.305923
322.000000, 10.504202
321.000000, 10.726192
320.000000, 10.635177
319.000000, 9.967369
318.000000, 11.068192
317.000000, 9.913665
316.000000, 10.740181
315.000000, 10.815738
314.000000, 11.111111
313.000000, 10.368202
312.000000, 10.438542
311.000000, 10.659098
310.000000, 10.582262
309.000000, 10.736000
308.000000, 11.224160
307.000000, 10.607537
306.000000, 12.342819
305.000000, 11.641347
304.000000, 11.765690
303.000000, 11.350161
302.000000, 10.946292
301.000000, 11.606838
300.000000, 12.617147
