nm, %T
646.000000, 18.251000
645.000000, 18.297000
644.000000, 18.285000
643.000000, 18.280000
642.000000, 18.301000
641.000000, 18.306000
640.000000, 18.291000
639.000000, 18.290000
638.000000, 18.302000
637.000000, 18.314000
636.000000, 18.312000
635.000000, 18.314000
634.000000, 18.301000
633.000000, 18.317000
632.000000, 18.308000
631.000000, 18.313000
630.000000, 18.323000
629.000000, 18.321000
628.000000, 18.319000
627.000000, 18.310000
626.000000, 18.323000
625.000000, 18.303000
624.000000, 18.316000
623.000000, 18.320000
622.000000, 18.324000
621.000000, 18.314000
620.000000, 18.299000
619.000000, 18.320000
618.000000, 18.300000
617.000000, 18.318000
616.000000, 18.313000
615.000000, 18.300000
614.000000, 18.321000
613.000000, 18.316000
612.000000, 18.307000
611.000000, 18.318000
610.000000, 18.309000
609.000000, 18.302000
608.000000, 18.305000
607.000000, 18.295000
606.000000, 18.285000
605.000000, 18.290000
604.000000, 18.307000
603.000000, 18.287000
602.000000, 18.289000
601.000000, 18.290000
600.000000, 18.293000
599.000000, 18.282000
598.000000, 18.254000
597.000000, 18.276000
596.000000, 18.252000
595.000000, 18.234000
594.000000, 18.230000
593.000000, 18.197000
592.000000, 18.188000
591.000000, 18.176000
590.000000, 18.147000
589.000000, 18.141000
588.000000, 18.128000
587.000000, 18.099000
586.000000, 18.073000
585.000000, 18.063000
584.000000, 18.037000
583.000000, 18.031000
582.000000, 18.011000
581.000000, 17.997000
580.000000, 17.983000
579.000000, 17.958000
578.000000, 17.941000
577.000000, 17.944000
576.000000, 17.935000
575.000000, 17.910000
574.000000, 17.898000
573.000000, 17.895000
572.000000, 17.869000
571.000000, 17.867000
570.000000, 17.855000
569.000000, 17.831000
568.000000, 17.830000
567.000000, 17.834000
566.000000, 17.823000
565.000000, 17.802000
564.000000, 17.797000
563.000000, 17.768000
562.000000, 17.767000
561.000000, 17.748000
560.000000, 17.746000
559.000000, 17.723000
558.000000, 17.713000
557.000000, 17.699000
556.000000, 17.681000
555.000000, 17.680000
554.000000, 17.675000
553.000000, 17.659000
552.000000, 17.657000
551.000000, 17.641000
550.000000, 17.637000
549.000000, 17.635000
548.000000, 17.634000
547.000000, 17.638000
546.000000, 17.628000
545.000000, 17.610000
544.000000, 17.592000
543.000000, 17.583000
542.000000, 17.592000
541.000000, 17.550000
540.000000, 17.550000
539.000000, 17.542000
538.000000, 17.526000
537.000000, 17.505000
536.000000, 17.509000
535.000000, 17.473000
534.000000, 17.463000
533.000000, 17.445000
532.000000, 17.429000
531.000000, 17.409000
530.000000, 17.379000
529.000000, 17.378000
528.000000, 17.378000
527.000000, 17.327000
526.000000, 17.322000
525.000000, 17.313000
524.000000, 17.295000
523.000000, 17.282000
522.000000, 17.240000
521.000000, 17.233000
520.000000, 17.206000
519.000000, 17.185000
518.000000, 17.177000
517.000000, 17.136000
516.000000, 17.115000
515.000000, 17.108000
514.000000, 17.068000
513.000000, 17.052000
512.000000, 17.017000
511.000000, 17.005000
510.000000, 16.965000
509.000000, 16.942000
508.000000, 16.909000
507.000000, 16.906000
506.000000, 16.864000
505.000000, 16.817000
504.000000, 16.809000
503.000000, 16.770000
502.000000, 16.735000
501.000000, 16.708000
500.000000, 16.689000
499.000000, 16.652000
498.000000, 16.617000
497.000000, 16.609000
496.000000, 16.545000
495.000000, 16.500000
494.000000, 16.489000
493.000000, 16.456000
492.000000, 16.428000
491.000000, 16.358000
490.000000, 16.328000
489.000000, 16.289000
488.000000, 16.252000
487.000000, 16.201000
486.000000, 16.155000
485.000000, 16.095000
484.000000, 16.072000
483.000000, 16.018000
482.000000, 15.970000
481.000000, 15.902000
480.000000, 15.856000
479.000000, 15.817000
478.000000, 15.769000
477.000000, 15.728000
476.000000, 15.666000
475.000000, 15.612000
474.000000, 15.541000
473.000000, 15.505000
472.000000, 15.445000
471.000000, 15.376000
470.000000, 15.324000
469.000000, 15.279000
468.000000, 15.231000
467.000000, 15.181000
466.000000, 15.145000
465.000000, 15.076000
464.000000, 15.010000
463.000000, 14.959000
462.000000, 14.926000
461.000000, 14.859000
460.000000, 14.791000
459.000000, 14.745000
458.000000, 14.707000
457.000000, 14.642000
456.000000, 14.587000
455.000000, 14.536000
454.000000, 14.490000
453.000000, 14.456000
452.000000, 14.369000
451.000000, 14.299000
450.000000, 14.238000
449.000000, 14.241000
448.000000, 14.117000
447.000000, 14.063000
446.000000, 14.037000
445.000000, 13.963000
444.000000, 13.874000
443.000000, 13.832000
442.000000, 13.756000
441.000000, 13.709000
440.000000, 13.615000
439.000000, 13.548000
438.000000, 13.435000
437.000000, 13.395000
436.000000, 13.364000
435.000000, 13.222000
434.000000, 13.164000
433.000000, 13.056000
432.000000, 12.941000
431.000000, 12.946000
430.000000, 12.850000
429.000000, 12.761000
428.000000, 12.726000
427.000000, 12.612000
426.000000, 12.560000
425.000000, 12.493000
424.000000, 12.415000
423.000000, 12.384000
422.000000, 12.286000
421.000000, 12.175000
420.000000, 12.158000
419.000000, 12.127000
418.000000, 12.050000
417.000000, 11.985000
416.000000, 11.931000
415.000000, 11.877000
414.000000, 11.808000
413.000000, 11.742000
412.000000, 11.691000
411.000000, 11.628000
410.000000, 11.563000
409.000000, 11.513000
408.000000, 11.450000
407.000000, 11.399000
406.000000, 11.330000
405.000000, 11.281000
404.000000, 11.207000
403.000000, 11.172000
402.000000, 11.092000
401.000000, 11.033000
400.000000, 10.980000
399.000000, 10.916000
398.000000, 10.851000
397.000000, 10.815000
396.000000, 10.745000
395.000000, 10.687000
394.000000, 10.608000
393.000000, 10.551000
392.000000, 10.499000
391.000000, 10.442000
390.000000, 10.359000
389.000000, 10.314000
388.000000, 10.263000
387.000000, 10.203000
386.000000, 10.133000
385.000000, 9.977000
384.000000, 10.075000
383.000000, 9.994000
382.000000, 9.813000
381.000000, 10.052000
380.000000, 9.688000
379.000000, 9.859000
378.000000, 9.754000
377.000000, 9.718000
376.000000, 9.575000
375.000000, 9.536000
374.000000, 9.438000
373.000000, 9.406000
372.000000, 9.267000
371.000000, 9.186000
370.000000, 9.258000
369.000000, 9.073000
368.000000, 9.013000
367.000000, 8.852000
366.000000, 8.851000
365.000000, 8.804000
364.000000, 8.701000
363.000000, 8.619000
362.000000, 8.543000
361.000000, 8.532000
360.000000, 8.488000
359.000000, 8.419000
358.000000, 8.294000
357.000000, 8.245000
356.000000, 8.218000
355.000000, 8.267000
354.000000, 8.214000
353.000000, 8.052000
352.000000, 7.958000
351.000000, 8.019000
350.000000, 8.013000
349.000000, 7.716000
348.000000, 7.848000
347.000000, 7.808000
346.000000, 7.677000
345.000000, 7.633000
344.000000, 7.715000
343.000000, 7.560000
342.000000, 7.522000
341.000000, 7.398000
340.000000, 7.414000
339.000000, 7.465000
338.000000, 7.408000
337.000000, 7.331000
336.000000, 7.179000
335.000000, 7.241000
334.000000, 6.914000
333.000000, 7.086000
332.000000, 6.916000
331.000000, 6.994000
330.000000, 6.850000
329.000000, 6.723000
328.000000, 6.763000
327.000000, 7.074000
326.000000, 7.182000
325.000000, 7.055000
324.000000, 6.978000
323.000000, 6.956000
322.000000, 6.902000
321.000000, 6.899000
320.000000, 6.817000
319.000000, 6.742000
318.000000, 6.731000
317.000000, 6.718000
316.000000, 6.620000
315.000000, 6.583000
314.000000, 6.570000
313.000000, 6.491000
312.000000, 6.476000
311.000000, 6.342000
310.000000, 6.303000
309.000000, 6.250000
308.000000, 6.192000
307.000000, 6.156000
306.000000, 6.044000
305.000000, 6.056000
304.000000, 5.975000
303.000000, 5.903000
302.000000, 5.865000
301.000000, 5.850000
300.000000, 5.762000
