nm, %T
634.000000, 93.546801
633.000000, 93.448709
632.000000, 93.450950
631.000000, 93.490963
630.000000, 93.407193
629.000000, 93.482888
628.000000, 93.433048
627.000000, 93.375205
626.000000, 93.423566
625.000000, 93.558433
624.000000, 93.377375
623.000000, 93.296943
622.000000, 93.358437
621.000000, 93.403953
620.000000, 93.371222
619.000000, 93.291485
618.000000, 93.404372
617.000000, 93.219784
616.000000, 93.299842
615.000000, 93.316940
614.000000, 93.166312
613.000000, 93.213584
612.000000, 93.199323
611.000000, 93.148815
610.000000, 93.129062
609.000000, 93.170145
608.000000, 93.209506
607.000000, 93.189396
606.000000, 93.163795
605.000000, 93.149262
604.000000, 93.013601
603.000000, 93.186417
602.000000, 93.094210
601.000000, 93.056315
600.000000, 93.013721
599.000000, 93.080626
598.000000, 93.152186
597.000000, 92.925148
596.000000, 93.047337
595.000000, 92.985631
594.000000, 93.017005
593.000000, 93.086773
592.000000, 93.017374
591.000000, 92.985255
590.000000, 93.078746
589.000000, 93.004796
588.000000, 92.872904
587.000000, 92.944362
586.000000, 92.934211
585.000000, 92.891546
584.000000, 92.947829
583.000000, 92.923299
582.000000, 92.826606
581.000000, 92.793243
580.000000, 92.787633
579.000000, 92.822141
578.000000, 92.781896
577.000000, 92.816540
576.000000, 92.718149
575.000000, 92.819654
574.000000, 92.686334
573.000000, 92.718636
572.000000, 92.696849
571.000000, 92.746404
570.000000, 92.635116
569.000000, 92.726151
568.000000, 92.725743
567.000000, 92.581586
566.000000, 92.582618
565.000000, 92.601955
564.000000, 92.538068
563.000000, 92.672220
562.000000, 92.553611
561.000000, 92.556908
560.000000, 92.398287
559.000000, 92.467415
558.000000, 92.293796
557.000000, 92.462851
556.000000, 92.438211
555.000000, 92.488688
554.000000, 92.362093
553.000000, 92.355173
552.000000, 92.275018
551.000000, 92.381384
550.000000, 92.254919
549.000000, 92.214346
548.000000, 92.225247
547.000000, 92.085270
546.000000, 92.052417
545.000000, 92.084043
544.000000, 92.092997
543.000000, 92.123073
542.000000, 92.030468
541.000000, 92.113960
540.000000, 92.039886
539.000000, 91.916543
538.000000, 91.931987
537.000000, 91.893745
536.000000, 91.718545
535.000000, 91.798775
534.000000, 91.719636
533.000000, 91.659501
532.000000, 91.692008
531.000000, 91.665231
530.000000, 91.708384
529.000000, 91.500748
528.000000, 91.437450
527.000000, 91.654643
526.000000, 91.392449
525.000000, 91.324438
524.000000, 91.338537
523.000000, 91.152644
522.000000, 91.293503
521.000000, 91.139094
520.000000, 91.212368
519.000000, 91.178353
518.000000, 90.987949
517.000000, 90.960551
516.000000, 91.031259
515.000000, 90.846388
514.000000, 90.760487
513.000000, 90.745954
512.000000, 90.662279
511.000000, 90.596883
510.000000, 90.580607
509.000000, 90.449770
508.000000, 90.407475
507.000000, 90.186916
506.000000, 90.109108
505.000000, 90.170661
504.000000, 89.999405
503.000000, 89.958259
502.000000, 89.853600
501.000000, 89.693560
500.000000, 89.627899
499.000000, 89.640884
498.000000, 89.528796
497.000000, 89.294961
496.000000, 89.307948
495.000000, 89.248485
494.000000, 88.998726
493.000000, 88.806514
492.000000, 88.738739
491.000000, 88.770021
490.000000, 88.663645
489.000000, 88.397078
488.000000, 88.296825
487.000000, 88.235294
486.000000, 88.040854
485.000000, 88.114321
484.000000, 87.792434
483.000000, 87.726308
482.000000, 87.633062
481.000000, 87.460697
480.000000, 87.272957
479.000000, 86.995005
478.000000, 86.834929
477.000000, 86.616226
476.000000, 86.512192
475.000000, 86.446323
474.000000, 86.345795
473.000000, 86.114157
472.000000, 85.807705
471.000000, 85.841571
470.000000, 85.623858
469.000000, 85.221546
468.000000, 84.918915
467.000000, 84.875832
466.000000, 84.423902
465.000000, 84.173521
464.000000, 83.937375
463.000000, 83.561735
462.000000, 83.103310
461.000000, 82.858873
460.000000, 82.638091
459.000000, 82.102408
458.000000, 81.702591
457.000000, 81.443792
456.000000, 80.845959
455.000000, 80.455421
454.000000, 79.937888
453.000000, 79.447980
452.000000, 79.198274
451.000000, 78.795720
450.000000, 78.213232
449.000000, 77.557756
448.000000, 77.665226
447.000000, 77.188367
446.000000, 76.903897
445.000000, 76.466375
444.000000, 76.430734
443.000000, 76.004916
442.000000, 75.421634
441.000000, 74.972646
440.000000, 74.785163
439.000000, 74.173310
438.000000, 73.956085
437.000000, 73.333333
436.000000, 72.036815
435.000000, 71.328090
434.000000, 70.358554
433.000000, 69.293811
432.000000, 67.861834
431.000000, 66.028117
430.000000, 64.311284
429.000000, 62.361884
428.000000, 59.688826
427.000000, 56.937837
426.000000, 53.582803
425.000000, 49.739854
424.000000, 45.227547
423.000000, 39.890181
422.000000, 34.315481
421.000000, 28.542094
420.000000, 22.577727
419.000000, 17.044611
418.000000, 12.580913
417.000000, 9.511890
416.000000, 7.887017
415.000000, 7.156689
414.000000, 7.020664
413.000000, 7.034577
412.000000, 6.911299
411.000000, 6.879945
410.000000, 6.987806
409.000000, 6.835751
408.000000, 6.855895
407.000000, 6.983069
406.000000, 6.990291
405.000000, 7.011790
404.000000, 6.942090
403.000000, 7.035446
402.000000, 7.140281
401.000000, 7.124082
400.000000, 7.094718
399.000000, 7.319531
398.000000, 7.234356
397.000000, 7.267684
396.000000, 7.315030
395.000000, 7.354730
394.000000, 7.494344
393.000000, 7.534831
392.000000, 7.648347
391.000000, 7.556024
390.000000, 7.693793
389.000000, 7.678883
388.000000, 7.853454
387.000000, 7.762423
386.000000, 8.131846
385.000000, 5.622933
384.000000, 6.183623
383.000000, 4.812888
382.000000, 4.830327
381.000000, 6.894150
380.000000, 7.958299
379.000000, 7.536261
378.000000, 6.653681
377.000000, 7.059066
376.000000, 7.989556
375.000000, 6.669463
374.000000, 8.868404
373.000000, 6.751010
372.000000, 9.280242
371.000000, 7.750925
370.000000, 6.988550
369.000000, 9.302326
368.000000, 8.265838
367.000000, 8.393583
366.000000, 8.982036
365.000000, 7.894139
364.000000, 8.297897
363.000000, 8.017171
362.000000, 6.824301
361.000000, 7.899672
360.000000, 7.457587
359.000000, 8.373916
358.000000, 6.812153
357.000000, 8.890237
356.000000, 7.009005
355.000000, 7.523890
354.000000, 6.902849
353.000000, 6.905117
352.000000, 7.577281
351.000000, 6.484599
350.000000, 7.650069
349.000000, 7.257646
348.000000, 7.135576
347.000000, 7.684426
346.000000, 6.955842
345.000000, 7.598585
344.000000, 6.986390
343.000000, 6.931217
342.000000, 6.301516
341.000000, 5.028386
340.000000, 4.383599
339.000000, 3.938379
338.000000, 5.156587
337.000000, 6.574819
336.000000, 5.947904
335.000000, 7.788979
334.000000, 5.250217
333.000000, 5.179227
332.000000, 7.200694
331.000000, 5.304547
330.000000, 5.430657
329.000000, -0.178492
328.000000, 8.176845
327.000000, 4.622561
326.000000, 6.739070
325.000000, 5.641389
324.000000, 5.058756
323.000000, 5.261645
322.000000, 5.447696
321.000000, 5.435570
320.000000, 4.400763
319.000000, 4.197567
318.000000, 5.066112
317.000000, 4.093480
316.000000, 5.030211
315.000000, 4.693909
314.000000, 4.916286
313.000000, 5.900478
312.000000, 4.663372
311.000000, 4.698833
310.000000, 4.823100
309.000000, 5.408000
308.000000, 5.216408
307.000000, 6.075374
306.000000, 5.327598
305.000000, 4.656539
304.000000, 5.439331
303.000000, 6.064713
302.000000, 5.711850
301.000000, 6.358974
300.000000, 4.356126
